Label_Combination,Sample_Count,Percentage,Cumulative_Percentage
"2,2,2,2,2,2,1,2,2",112,0.2641011129975476,25.50462176947746
"1,2,2,2,2,2,2,2,0",109,0.25702697604225616,25.76164874551971
"2,2,0,2,2,2,2,NA,2",108,0.2546689303904924,26.016317675910205
"NA,NA,NA,NA,NA,0,2,NA,NA",107,0.25231088473872854,26.26862856064893
"NA,NA,NA,2,1,NA,NA,NA,NA",105,0.2475947934352009,26.516223354084133
"2,2,2,2,0,2,2,2,0",103,0.24287870213167326,26.75910205621581
"2,2,2,0,0,2,2,2,2",94,0.22165629126579892,26.980758347481608
"2,2,2,2,2,2,0,2,2",92,0.2169401999622713,27.197698547443878
"2,2,0,2,2,2,2,2,0",92,0.2169401999622713,27.41463874740615
"2,2,1,2,2,2,2,NA,2",91,0.21458215431050745,27.629220901716657
"2,2,2,1,2,2,2,2,1",87,0.20514997170345217,27.834370873420113
"NA,1,NA,NA,NA,NA,NA,NA,NA",87,0.20514997170345217,28.039520845123562
"NA,NA,NA,1,2,NA,NA,NA,NA",86,0.20279192605168836,28.24231277117525
"2,2,2,2,1,2,2,2,1",85,0.20043388039992452,28.442746651575174
"NA,NA,NA,NA,NA,NA,NA,1,NA",85,0.20043388039992452,28.643180531975098
"NA,NA,NA,1,NA,NA,NA,NA,NA",83,0.1957177890963969,28.838898321071493
"NA,NA,1,NA,NA,NA,NA,NA,NA",81,0.19100169779286927,29.029900018864364
"NA,NA,NA,2,2,0,NA,NA,NA",81,0.19100169779286927,29.22090171665723
"NA,NA,0,NA,NA,NA,NA,NA,NA",79,0.18628560648934164,29.407187323146577
"2,2,2,2,2,2,2,NA,0",77,0.181569515185814,29.58875683833239
"NA,NA,NA,0,0,2,NA,NA,NA",76,0.17921146953405018,29.76796830786644
"2,2,NA,2,2,2,2,NA,0",73,0.1721373325787587,29.940105640445196
"1,2,2,2,2,1,2,2,2",71,0.1674212412752311,30.107526881720432
"NA,NA,NA,NA,NA,1,2,NA,NA",70,0.16506319562346727,30.272590077343896
"2,2,0,2,2,2,2,0,2",69,0.16270514997170346,30.4352952273156
"2,2,NA,2,2,2,2,NA,1",66,0.155631013016412,30.59092624033201
"2,2,2,2,2,2,2,0,0",65,0.15327296736464818,30.74419920769666
"NA,NA,NA,2,0,2,NA,NA,NA",63,0.14855687606112053,30.89275608375778
"2,2,2,2,2,2,2,NA,1",59,0.13912469345406525,31.031880777211846
"2,2,2,1,1,2,2,2,1",57,0.13440860215053765,31.166289379362382
"1,1,2,2,0,2,2,2,2",56,0.1320505564987738,31.298339935861158
"2,2,1,2,2,2,2,1,2",56,0.1320505564987738,31.430390492359933
"1,2,2,2,2,2,2,0,2",56,0.1320505564987738,31.56244104885871
"0,2,NA,NA,NA,NA,NA,NA,NA",55,0.12969251084701,31.692133559705717
"NA,NA,NA,NA,NA,NA,2,NA,1",54,0.1273344651952462,31.81946802490096
"NA,NA,NA,2,2,2,0,NA,NA",53,0.12497641954348238,31.944444444444443
"1,2,0,2,2,2,2,2,2",52,0.12261837389171855,32.06706281833616
"NA,NA,NA,0,NA,2,NA,NA,NA",52,0.12261837389171855,32.18968119222788
"2,2,2,1,2,1,2,2,2",49,0.1155442369364271,32.30522542916431
"2,2,2,0,2,2,2,2,2",48,0.11318619128466327,32.41841162044897
"NA,NA,NA,0,2,2,NA,NA,NA",47,0.11082814563289946,32.52923976608187
"2,NA,NA,NA,NA,NA,NA,NA,1",46,0.10847009998113565,32.637709866063005
"2,2,1,2,2,2,2,2,1",46,0.10847009998113565,32.74617996604414
"2,2,1,1,2,2,2,2,2",45,0.10611205432937182,32.85229202037351
"2,2,2,2,0,2,0,2,2",45,0.10611205432937182,32.958404074702884
"NA,NA,NA,2,2,2,1,NA,NA",45,0.10611205432937182,33.064516129032256
"0,NA,NA,NA,NA,NA,2,NA,NA",44,0.103754008677608,33.16827013770987
"NA,NA,NA,NA,NA,2,0,NA,NA",44,0.103754008677608,33.27202414638747
"2,2,2,1,1,2,1,2,2",44,0.103754008677608,33.375778155065085
"1,2,2,2,2,2,2,NA,2",43,0.10139596302584418,33.47717411809092
"0,NA,NA,2,2,NA,NA,NA,NA",43,0.10139596302584418,33.57857008111677
"2,2,2,1,2,2,2,1,2",42,0.09903791737408037,33.67760799849085
"NA,NA,0,NA,NA,NA,NA,2,NA",42,0.09903791737408037,33.77664591586493
"2,2,2,1,2,2,1,2,2",42,0.09903791737408037,33.87568383323901
"1,2,NA,2,2,2,2,NA,2",42,0.09903791737408037,33.97472175061309
"2,2,2,0,0,2,2,2,0",42,0.09903791737408037,34.073759667987176
"0,0,2,2,2,2,2,2,2",42,0.09903791737408037,34.17279758536125
"NA,NA,2,NA,NA,NA,NA,0,NA",41,0.09667987172231654,34.26947745708357
"2,2,0,2,0,2,2,2,2",41,0.09667987172231654,34.36615732880588
"2,0,2,2,2,2,2,2,0",41,0.09667987172231654,34.4628372005282
"2,2,2,2,2,2,2,1,0",41,0.09667987172231654,34.559517072250515
"0,0,NA,NA,NA,NA,NA,NA,NA",41,0.09667987172231654,34.65619694397283
"1,1,2,0,0,2,2,2,2",41,0.09667987172231654,34.75287681569515
"NA,NA,NA,2,2,1,NA,NA,NA",41,0.09667987172231654,34.84955668741747
"2,NA,NA,NA,NA,NA,0,NA,NA",41,0.09667987172231654,34.946236559139784
"2,1,NA,NA,NA,NA,NA,NA,NA",41,0.09667987172231654,35.04291643086211
"2,2,0,2,2,2,2,1,2",40,0.09432182607055273,35.137238256932655
"2,2,2,2,2,2,0,2,0",40,0.09432182607055273,35.2315600830032
"2,0,2,2,2,2,2,NA,2",40,0.09432182607055273,35.32588190907376
"1,2,2,2,2,2,2,1,2",40,0.09432182607055273,35.42020373514431
"NA,NA,NA,0,NA,0,NA,NA,NA",39,0.09196378041878892,35.51216751556311
"NA,NA,NA,0,1,NA,NA,NA,NA",39,0.09196378041878892,35.60413129598189
"2,NA,NA,NA,NA,0,NA,NA,NA",38,0.08960573476702509,35.69373703074892
"0,2,NA,2,2,2,2,NA,2",38,0.08960573476702509,35.78334276551594
"1,2,2,1,2,2,2,2,2",38,0.08960573476702509,35.872948500282966
"NA,NA,NA,NA,NA,2,1,NA,NA",37,0.08724768911526128,35.960196189398225
"2,2,0,2,2,2,2,NA,0",37,0.08724768911526128,36.047443878513484
"2,2,1,1,1,2,2,2,1",37,0.08724768911526128,36.13469156762875
"2,0,NA,2,2,2,2,NA,2",37,0.08724768911526128,36.221939256744015
"2,2,2,2,2,0,2,2,1",36,0.08488964346349745,36.30682890020751
"2,NA,NA,2,1,NA,NA,NA,NA",36,0.08488964346349745,36.391718543671004
"2,2,NA,2,2,2,1,NA,2",36,0.08488964346349745,36.4766081871345
"NA,NA,NA,1,1,NA,NA,NA,NA",35,0.08253159781173364,36.55913978494624
"NA,NA,NA,0,0,0,NA,NA,NA",35,0.08253159781173364,36.64167138275797
"NA,NA,NA,2,2,NA,0,NA,NA",34,0.08017355215996981,36.72184493491794
"2,NA,NA,NA,0,NA,NA,NA,NA",34,0.08017355215996981,36.80201848707791
"2,2,2,2,0,2,2,0,2",33,0.077815506508206,36.87983399358611
"2,0,2,2,2,2,2,1,2",33,0.077815506508206,36.95764950009432
"1,2,NA,NA,NA,NA,NA,NA,NA",33,0.077815506508206,37.03546500660253
"NA,NA,NA,0,NA,NA,2,NA,NA",32,0.07545746085644217,37.11092246745897
"0,NA,NA,NA,NA,NA,NA,2,NA",32,0.07545746085644217,37.18637992831541
"NA,NA,NA,NA,NA,NA,0,NA,2",31,0.07309941520467836,37.25947934352009
"2,2,2,2,1,2,2,NA,2",31,0.07309941520467836,37.33257875872477
"2,2,NA,1,1,2,2,NA,1",31,0.07309941520467836,37.405678173929445
"2,2,2,2,2,2,2,1,1",31,0.07309941520467836,37.478777589134125
"1,2,2,2,2,2,2,2,1",31,0.07309941520467836,37.5518770043388
"2,2,2,2,2,2,1,NA,2",31,0.07309941520467836,37.62497641954348
"2,2,1,1,1,2,2,2,2",31,0.07309941520467836,37.69807583474816
"NA,NA,NA,2,2,1,2,NA,NA",30,0.07074136955291455,37.76881720430107
"2,2,2,1,2,2,2,NA,2",30,0.07074136955291455,37.839558573853985
"2,2,NA,2,2,2,0,NA,NA",30,0.07074136955291455,37.910299943406905
"0,2,2,2,2,2,2,2,1",30,0.07074136955291455,37.98104131295982
"NA,0,NA,2,2,NA,NA,NA,NA",29,0.06838332390115072,38.04942463686097
"NA,NA,NA,0,NA,1,NA,NA,NA",29,0.06838332390115072,38.11780796076212
"2,2,2,2,2,2,0,2,NA",29,0.06838332390115072,38.18619128466327
"NA,NA,2,NA,NA,NA,NA,1,NA",29,0.06838332390115072,38.254574608564425
"2,2,2,2,2,0,2,NA,2",29,0.06838332390115072,38.32295793246557
"NA,NA,NA,2,2,2,2,NA,0",29,0.06838332390115072,38.39134125636672
"NA,NA,NA,2,2,0,2,NA,NA",29,0.06838332390115072,38.459724580267874
"NA,NA,NA,NA,NA,0,1,NA,NA",29,0.06838332390115072,38.528107904169026
"1,2,2,2,0,2,2,2,0",28,0.0660252782493869,38.59413318241841
"2,2,2,2,2,1,2,NA,2",28,0.0660252782493869,38.6601584606678
"2,2,0,2,2,2,2,0,0",28,0.0660252782493869,38.726183738917186
"2,2,0,2,2,2,2,NA,NA",28,0.0660252782493869,38.79220901716657
"NA,NA,NA,NA,NA,NA,1,NA,2",28,0.0660252782493869,38.85823429541596
"NA,2,NA,0,2,NA,NA,NA,NA",28,0.0660252782493869,38.924259573665346
"2,2,2,2,2,2,1,1,2",28,0.0660252782493869,38.99028485191473
"0,2,2,2,2,2,2,NA,2",27,0.0636672325976231,39.05395208451235
"2,2,2,2,1,2,1,2,2",27,0.0636672325976231,39.117619317109984
"2,2,2,2,2,NA,2,2,1",27,0.0636672325976231,39.1812865497076
"NA,2,NA,0,NA,NA,NA,NA,NA",27,0.0636672325976231,39.244953782305224
"2,2,2,0,0,2,0,2,2",27,0.0636672325976231,39.30862101490285
"0,2,2,2,2,2,2,1,2",26,0.061309186945859274,39.36993020184871
"NA,NA,1,NA,NA,NA,NA,2,NA",26,0.061309186945859274,39.431239388794566
"1,2,2,2,0,2,2,0,2",26,0.061309186945859274,39.49254857574043
"2,2,1,2,1,2,2,2,2",26,0.061309186945859274,39.553857762686285
"2,2,NA,2,2,NA,2,1,2",26,0.061309186945859274,39.61516694963215
"2,1,2,0,0,2,2,2,2",26,0.061309186945859274,39.676476136578
"NA,NA,NA,2,NA,0,NA,NA,NA",26,0.061309186945859274,39.73778532352386
"NA,NA,NA,2,1,2,NA,NA,NA",26,0.061309186945859274,39.79909451046972
"2,2,NA,1,1,2,1,NA,1",26,0.061309186945859274,39.86040369741558
"NA,NA,NA,NA,NA,NA,2,NA,0",25,0.058951141294095455,39.91935483870967
"2,2,1,2,2,2,2,2,0",25,0.058951141294095455,39.978305980003775
"2,1,0,2,2,2,2,2,2",25,0.058951141294095455,40.03725712129787
"1,2,2,2,2,2,2,2,NA",25,0.058951141294095455,40.096208262591965
"0,2,2,2,2,2,2,2,NA",25,0.058951141294095455,40.15515940388606
"2,2,NA,2,2,2,0,NA,2",25,0.058951141294095455,40.214110545180155
"NA,2,2,2,2,2,2,2,0",25,0.058951141294095455,40.27306168647425
"2,NA,NA,NA,NA,NA,NA,0,NA",25,0.058951141294095455,40.332012827768345
"2,2,1,2,1,2,2,2,1",25,0.058951141294095455,40.39096396906244
"NA,NA,NA,NA,2,0,NA,NA,NA",25,0.058951141294095455,40.449915110356535
"NA,0,NA,2,2,2,NA,NA,NA",25,0.058951141294095455,40.50886625165063
"NA,2,NA,0,0,NA,NA,NA,NA",25,0.058951141294095455,40.567817392944725
"0,2,2,2,2,2,2,2,0",25,0.058951141294095455,40.62676853423882
"2,2,0,2,2,2,0,2,2",25,0.058951141294095455,40.685719675532916
"NA,NA,NA,1,2,2,2,NA,NA",25,0.058951141294095455,40.74467081682701
"2,2,2,2,2,1,2,2,0",24,0.056593095642331635,40.801263912469345
"NA,NA,NA,2,1,0,NA,NA,NA",24,0.056593095642331635,40.85785700811167
"2,NA,NA,NA,NA,NA,1,NA,NA",24,0.056593095642331635,40.91445010375401
"2,2,2,2,2,2,2,0,1",24,0.056593095642331635,40.97104319939634
"1,2,0,2,2,2,2,NA,2",24,0.056593095642331635,41.027636295038675
"2,2,2,2,2,1,2,0,2",24,0.056593095642331635,41.084229390681
"2,0,0,2,2,2,2,2,2",24,0.056593095642331635,41.14082248632334
"2,1,2,2,2,2,2,2,0",24,0.056593095642331635,41.19741558196567
"NA,NA,NA,0,NA,NA,0,NA,NA",24,0.056593095642331635,41.254008677608
"2,2,0,2,2,1,2,2,2",24,0.056593095642331635,41.31060177325033
"2,2,1,NA,NA,NA,NA,NA,NA",24,0.056593095642331635,41.36719486889266
"NA,NA,NA,0,0,2,2,NA,NA",23,0.05423504999056782,41.42142991888323
"2,2,2,0,0,2,2,0,2",23,0.05423504999056782,41.4756649688738
"2,NA,NA,0,NA,NA,NA,NA,NA",23,0.05423504999056782,41.52990001886436
"2,2,2,2,2,1,2,2,1",23,0.05423504999056782,41.584135068854934
"0,2,NA,2,2,2,NA,NA,NA",23,0.05423504999056782,41.6383701188455
"1,2,NA,2,2,2,2,NA,NA",23,0.05423504999056782,41.69260516883607
"0,2,0,2,2,2,2,2,2",23,0.05423504999056782,41.746840218826634
"NA,NA,NA,NA,NA,0,0,NA,NA",23,0.05423504999056782,41.80107526881721
"2,2,2,2,1,2,2,1,2",23,0.05423504999056782,41.85531031880777
"2,2,1,1,1,2,1,2,1",23,0.05423504999056782,41.90954536879834
"NA,NA,NA,1,0,NA,NA,NA,NA",23,0.05423504999056782,41.96378041878891
"NA,NA,NA,1,2,2,NA,NA,NA",23,0.05423504999056782,42.018015468779474
"NA,NA,NA,0,2,NA,2,NA,NA",23,0.05423504999056782,42.07225051877004
"0,2,NA,2,2,NA,NA,NA,NA",22,0.051877004338804,42.12412752310885
"2,2,NA,2,2,NA,2,2,1",22,0.051877004338804,42.17600452744765
"2,2,2,1,1,1,2,2,2",22,0.051877004338804,42.22788153178645
"2,2,NA,2,2,2,1,NA,NA",22,0.051877004338804,42.279758536125264
"2,2,NA,2,2,1,NA,NA,NA",22,0.051877004338804,42.33163554046406
"NA,NA,NA,0,NA,2,2,NA,NA",22,0.051877004338804,42.38351254480286
"2,1,2,2,2,2,2,NA,2",22,0.051877004338804,42.435389549141675
"2,2,2,2,2,1,2,1,2",22,0.051877004338804,42.487266553480474
"2,NA,NA,1,2,NA,NA,NA,NA",22,0.051877004338804,42.53914355781928
"2,1,2,2,2,2,2,0,2",21,0.049518958687040183,42.58866251650632
"2,2,NA,2,2,NA,2,NA,1",21,0.049518958687040183,42.63818147519336
"NA,NA,NA,2,NA,1,NA,NA,NA",21,0.049518958687040183,42.6877004338804
"2,2,2,1,1,2,1,2,1",21,0.049518958687040183,42.73721939256744
"0,NA,NA,NA,2,NA,NA,NA,NA",21,0.049518958687040183,42.786738351254485
"2,1,NA,2,2,2,2,NA,2",21,0.049518958687040183,42.83625730994152
"2,2,2,2,2,NA,2,0,2",21,0.049518958687040183,42.88577626862856
"NA,NA,NA,2,0,0,NA,NA,NA",21,0.049518958687040183,42.9352952273156
"2,2,1,2,2,2,2,0,2",21,0.049518958687040183,42.98481418600264
"2,2,2,2,2,2,1,2,1",21,0.049518958687040183,43.03433314468968
"NA,NA,NA,2,2,NA,1,NA,NA",21,0.049518958687040183,43.08385210337672
"2,2,NA,2,2,NA,2,0,2",21,0.049518958687040183,43.133371062063766
"2,0,2,NA,NA,NA,NA,NA,NA",21,0.049518958687040183,43.182890020750804
"0,2,NA,2,2,NA,2,2,2",21,0.049518958687040183,43.23240897943784
"NA,NA,NA,2,1,2,2,NA,NA",21,0.049518958687040183,43.28192793812488
"2,2,NA,2,2,2,2,0,2",20,0.047160913035276364,43.32908885116016
"2,2,2,2,0,2,0,2,0",20,0.047160913035276364,43.376249764195435
"2,2,2,2,0,2,2,0,0",20,0.047160913035276364,43.42341067723071
"NA,NA,NA,2,NA,NA,0,NA,NA",20,0.047160913035276364,43.47057159026599
"0,NA,NA,NA,NA,NA,NA,NA,2",20,0.047160913035276364,43.51773250330127
"1,2,2,0,0,2,2,2,2",20,0.047160913035276364,43.564893416336545
"2,NA,NA,NA,NA,NA,NA,1,NA",20,0.047160913035276364,43.612054329371816
"NA,NA,NA,2,0,2,0,NA,NA",20,0.047160913035276364,43.65921524240709
"2,2,1,2,2,2,2,NA,NA",20,0.047160913035276364,43.70637615544236
"2,2,1,1,2,2,2,1,2",19,0.044802867383512544,43.75117902282588
"2,2,2,2,2,2,2,0,NA",19,0.044802867383512544,43.7959818902094
"2,2,0,2,2,2,0,0,2",19,0.044802867383512544,43.84078475759291
"NA,NA,NA,NA,2,1,NA,NA,NA",19,0.044802867383512544,43.88558762497642
"2,2,NA,0,2,NA,NA,NA,NA",19,0.044802867383512544,43.93039049235993
"2,0,2,2,2,1,2,2,2",19,0.044802867383512544,43.97519335974344
"2,2,0,0,0,2,2,2,2",19,0.044802867383512544,44.01999622712695
"2,1,2,2,0,2,2,2,2",19,0.044802867383512544,44.06479909451047
"NA,2,NA,2,1,NA,NA,NA,NA",19,0.044802867383512544,44.109601961893986
"2,2,1,1,1,2,1,2,2",19,0.044802867383512544,44.154404829277496
"1,NA,NA,2,2,NA,NA,NA,NA",19,0.044802867383512544,44.199207696661006
"2,2,2,2,2,0,2,2,NA",19,0.044802867383512544,44.24401056404452
"0,2,NA,2,2,2,2,NA,NA",19,0.044802867383512544,44.28881343142803
"2,2,2,2,2,2,2,1,NA",19,0.044802867383512544,44.33361629881155
"NA,0,NA,2,2,2,2,NA,NA",19,0.044802867383512544,44.37841916619506
"2,2,2,1,1,2,2,1,2",19,0.044802867383512544,44.42322203357857
"2,2,0,2,2,2,0,NA,2",19,0.044802867383512544,44.468024900962085
"2,2,2,2,2,1,2,2,NA",19,0.044802867383512544,44.512827768345595
"NA,NA,NA,0,2,0,NA,NA,NA",19,0.044802867383512544,44.557630635729105
"2,2,0,2,0,2,2,2,0",19,0.044802867383512544,44.60243350311262
"2,2,NA,2,2,1,2,NA,2",19,0.044802867383512544,44.64723637049614
"2,2,NA,1,2,2,2,NA,1",19,0.044802867383512544,44.69203923787964
"2,2,NA,NA,NA,NA,1,NA,NA",18,0.042444821731748725,44.7344840596114
"2,2,2,2,2,2,0,NA,2",18,0.042444821731748725,44.77692888134314
"2,2,NA,1,2,NA,2,2,2",18,0.042444821731748725,44.819373703074895
"NA,2,2,2,2,2,2,2,1",18,0.042444821731748725,44.86181852480664
"NA,NA,NA,NA,NA,2,2,NA,1",18,0.042444821731748725,44.904263346538386
"2,2,1,2,2,2,2,NA,1",18,0.042444821731748725,44.94670816827014
"2,2,2,2,2,2,1,2,0",18,0.042444821731748725,44.989152990001884
"2,0,NA,2,2,2,2,NA,NA",18,0.042444821731748725,45.03159781173364
"2,2,2,1,2,2,2,2,0",18,0.042444821731748725,45.07404263346538
"NA,0,NA,2,NA,NA,NA,NA,NA",18,0.042444821731748725,45.11648745519714
"2,2,NA,1,2,2,2,NA,NA",18,0.042444821731748725,45.15893227692888
"2,2,NA,2,1,2,2,NA,2",18,0.042444821731748725,45.20137709866063
"0,2,0,2,2,2,2,2,0",18,0.042444821731748725,45.24382192039238
"2,0,NA,2,2,2,NA,NA,NA",18,0.042444821731748725,45.28626674212413
"NA,NA,NA,2,1,2,2,NA,2",18,0.042444821731748725,45.328711563855876
"2,2,1,1,1,2,1,NA,1",18,0.042444821731748725,45.371156385587625
"NA,0,2,NA,NA,NA,NA,2,NA",18,0.042444821731748725,45.413601207319374
"NA,NA,NA,0,2,2,2,NA,NA",18,0.042444821731748725,45.45604602905112
"0,NA,NA,2,NA,NA,NA,NA,NA",17,0.040086776079984905,45.496132805131104
"0,NA,NA,2,2,2,2,NA,NA",17,0.040086776079984905,45.53621958121109
"NA,0,NA,2,2,2,2,NA,2",17,0.040086776079984905,45.57630635729108
"2,2,NA,2,2,2,NA,NA,1",17,0.040086776079984905,45.61639313337106
"NA,NA,NA,2,2,2,0,NA,2",17,0.040086776079984905,45.65647990945105
"2,0,NA,2,2,NA,NA,NA,NA",17,0.040086776079984905,45.69656668553103
"2,NA,NA,NA,NA,1,NA,NA,NA",17,0.040086776079984905,45.73665346161101
"2,2,2,0,2,2,2,2,0",17,0.040086776079984905,45.776740237691
"2,2,NA,2,2,0,2,NA,NA",17,0.040086776079984905,45.81682701377099
"NA,NA,NA,NA,0,NA,2,NA,NA",17,0.040086776079984905,45.85691378985097
"2,0,2,2,2,NA,2,2,2",17,0.040086776079984905,45.89700056593096
"2,2,NA,1,2,2,2,NA,2",17,0.040086776079984905,45.93708734201094
"NA,NA,NA,1,2,2,2,NA,2",17,0.040086776079984905,45.97717411809092
"2,NA,NA,0,2,NA,NA,NA,NA",17,0.040086776079984905,46.01726089417092
"NA,2,1,NA,NA,NA,NA,NA,NA",17,0.040086776079984905,46.0573476702509
"2,2,2,2,2,2,0,0,2",17,0.040086776079984905,46.09743444633088
"2,2,0,2,2,2,2,2,NA",17,0.040086776079984905,46.13752122241087
"NA,NA,1,NA,NA,NA,NA,1,NA",17,0.040086776079984905,46.17760799849085
"2,2,2,2,2,0,2,2,0",17,0.040086776079984905,46.21769477457083
"2,2,2,2,2,0,2,1,2",16,0.037728730428221086,46.25542350499906
"2,2,NA,1,1,NA,2,2,2",16,0.037728730428221086,46.29315223542728
"2,0,2,NA,NA,NA,NA,2,NA",16,0.037728730428221086,46.3308809658555
"NA,NA,NA,0,0,2,0,NA,NA",16,0.037728730428221086,46.36860969628372
"NA,NA,0,NA,NA,NA,NA,0,NA",16,0.037728730428221086,46.40633842671194
"2,2,0,2,0,2,2,0,0",16,0.037728730428221086,46.44406715714016
"NA,0,NA,NA,NA,NA,NA,NA,2",16,0.037728730428221086,46.48179588756838
"NA,NA,NA,2,0,2,2,NA,NA",16,0.037728730428221086,46.5195246179966
"NA,NA,NA,NA,0,2,NA,NA,NA",16,0.037728730428221086,46.55725334842483
"2,2,2,1,1,2,2,NA,1",16,0.037728730428221086,46.59498207885305
"1,NA,NA,NA,2,NA,NA,NA,NA",16,0.037728730428221086,46.63271080928127
"NA,1,NA,NA,NA,NA,NA,2,NA",16,0.037728730428221086,46.67043953970949
"2,0,NA,NA,NA,NA,2,NA,NA",16,0.037728730428221086,46.70816827013771
"2,2,1,1,2,2,2,2,1",16,0.037728730428221086,46.74589700056593
"NA,2,2,2,2,2,1,2,NA",16,0.037728730428221086,46.783625730994146
"NA,NA,NA,NA,NA,1,2,NA,2",16,0.037728730428221086,46.821354461422374
"NA,NA,NA,NA,NA,0,2,NA,2",16,0.037728730428221086,46.859083191850594
"2,NA,NA,0,0,NA,NA,NA,NA",16,0.037728730428221086,46.896811922278815
"0,NA,NA,0,NA,NA,NA,NA,NA",16,0.037728730428221086,46.934540652707035
"2,2,NA,1,2,NA,NA,NA,NA",16,0.037728730428221086,46.972269383135256
"2,2,NA,2,1,NA,NA,NA,NA",16,0.037728730428221086,47.009998113563476
"2,0,1,2,2,2,2,2,2",16,0.037728730428221086,47.0477268439917
"NA,1,NA,0,2,NA,NA,NA,NA",16,0.037728730428221086,47.085455574419925
"NA,2,NA,NA,0,NA,NA,NA,NA",16,0.037728730428221086,47.123184304848145
"2,2,2,2,1,1,2,2,2",15,0.03537068477645727,47.158554989624605
"NA,NA,NA,2,0,NA,0,NA,NA",15,0.03537068477645727,47.19392567440106
"1,NA,NA,2,2,2,2,NA,NA",15,0.03537068477645727,47.22929635917751
"NA,NA,NA,NA,NA,1,0,NA,NA",15,0.03537068477645727,47.26466704395397
"1,1,2,2,2,2,2,0,2",15,0.03537068477645727,47.30003772873042
"NA,NA,NA,2,0,NA,2,NA,NA",15,0.03537068477645727,47.33540841350688
"0,2,NA,2,2,NA,2,NA,NA",15,0.03537068477645727,47.37077909828334
"2,0,NA,2,2,2,NA,NA,2",15,0.03537068477645727,47.406149783059796
"2,NA,1,NA,NA,NA,NA,NA,NA",15,0.03537068477645727,47.441520467836256
"0,NA,NA,2,1,NA,NA,NA,NA",15,0.03537068477645727,47.476891152612716
"2,2,NA,1,1,NA,NA,NA,NA",15,0.03537068477645727,47.51226183738917
"NA,0,NA,0,2,NA,NA,NA,NA",15,0.03537068477645727,47.54763252216563
"0,2,2,2,2,2,2,0,2",15,0.03537068477645727,47.58300320694209
"NA,0,NA,0,0,NA,NA,NA,NA",15,0.03537068477645727,47.61837389171855
"2,NA,0,NA,NA,NA,NA,NA,NA",15,0.03537068477645727,47.653744576495
"1,NA,NA,0,0,NA,NA,NA,NA",15,0.03537068477645727,47.68911526127146
"2,2,1,2,2,2,2,NA,0",15,0.03537068477645727,47.72448594604792
